"id","product_id","whitelist_id"
"4a3d430b-51e4-4fcf-b078-764110df115b",f87b5da4-a2f6-43a6-8bf3-1f7ee18bc554,"60ca31ba-f581-4a9b-8ccb-87c498b19006"
c3a2aed3-22a2-40ee-8278-189875bd964d,f8109538-d277-46d4-a540-24cc2a8f79a9,"60ca31ba-f581-4a9b-8ccb-87c498b19006"
c7b99822-ff33-4a5f-8a63-23c2802a4254,"3bb848a5-bcb5-4bcc-a409-d3c68495ebb2",ed0ae974-0482-4707-a844-d848532008e7
e68011e0-cfa2-44f3-b4b1-05b574900958,"3bb848a5-bcb5-4bcc-a409-d3c68495ebb2",fc53106a-0ea1-4816-9009-55cf9b5477d1
"11c8cc3b-f83f-4745-8bc1-31ad67cf3f3c","3bb848a5-bcb5-4bcc-a409-d3c68495ebb2","60ca31ba-f581-4a9b-8ccb-87c498b19006"
cbb2d1db-3c76-4fd5-9a61-056bfda7f7fd,f87b5da4-a2f6-43a6-8bf3-1f7ee18bc554,ed0ae974-0482-4707-a844-d848532008e7
"76701a07-c8b3-4002-ae62-9460272cc0fe","220fc4a3-cb16-4d78-9b94-2078ef41eb0a",ed0ae974-0482-4707-a844-d848532008e7
a51ed23e-13a8-4800-a122-ea3b0464acff,"06ae8788-0370-495e-9386-3309e1a591fd",ed0ae974-0482-4707-a844-d848532008e7
